\#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
348 22.16875 0.4416599 1.972595 1.509924 4.507689 281.6334 1.419806 0.4348114 1.971748 1.476328 4.507689 281.6334 1.419806 0.4485083 1.973442 1.54352 4.507689 281.6334 1.419806 0 0 0 0 0 0 0 0
349 22.25029 0.4119785 1.968983 1.535551 8.31512 278.8069 0.1989118 0.4067445 1.968865 1.501656 8.31512 278.8069 0.1989118 0.4172124 1.969101 1.569446 8.31512 278.8069 0.1989118 0 0 0 0 0 0 0 0
350 22.308 0.3780544 1.972249 1.548487 6.741905 275.346 359.9387 0.3748547 1.972285 1.514339 6.741905 275.346 359.9387 0.3812543 1.972212 1.582634 6.741905 275.346 359.9387 0 0 0 0 0 0 0 0
351 22.38573 0.3527806 1.97405 1.549819 8.008522 275.9604 358.9213 0.3491303 1.974689 1.515723 8.008521 275.9604 358.9213 0.3564308 1.97341 1.583915 8.008521 275.9604 358.9213 0 0 0 0 0 0 0 0
352 22.4487 0.3331008 1.975997 1.547583 8.795481 275.1401 357.9547 0.3298436 1.977207 1.513463 8.795481 275.1401 357.9547 0.336358 1.974787 1.581704 8.795481 275.1401 357.9547 0 0 0 0 0 0 0 0
353 22.51063 0.3030909 1.991244 1.540104 8.2644 271.5309 356.191 0.3018493 1.993498 1.505903 8.2644 271.5309 356.191 0.3043326 1.988989 1.574304 8.2644 271.5309 356.191 0 0 0 0 0 0 0 0
354 22.58144 0.2905295 1.992224 1.53704 6.26721 270.5446 356.9544 0.2900051 1.994035 1.502794 6.26721 270.5446 356.9544 0.291054 1.990412 1.571285 6.26721 270.5446 356.9544 0 0 0 0 0 0 0 0
355 22.64483 0.2819145 1.986225 1.535206 6.97746 270.0738 355.3502 0.2815326 1.988985 1.501023 6.97746 270.0738 355.3502 0.2822962 1.983466 1.56939 6.97746 270.0738 355.3502 0 0 0 0 0 0 0 0
356 22.70977 0.2818481 1.981071 1.535743 6.845651 271.1876 355.6239 0.2808275 1.98367 1.501559 6.845651 271.1876 355.6239 0.2828687 1.978473 1.569926 6.845651 271.1876 355.6239 0 0 0 0 0 0 0 0
357 22.77749 0.2349544 1.977326 1.547952 5.254222 272.5175 357.2711 0.2333002 1.978952 1.513734 5.254222 272.5175 357.2711 0.2366087 1.9757 1.582171 5.254222 272.5175 357.2711 0 0 0 0 0 0 0 0
358 22.84131 0.04129702 1.97488 1.598428 6.47368 272.712 357.1573 0.03948465 1.97657 1.564221 6.47368 272.712 357.1573 0.04310933 1.97319 1.632635 6.47368 272.712 357.1573 0 0 0 0 0 0 0 0
359 22.90492 -0.1194706 1.975148 1.63629 5.657139 271.3053 354.8525 -0.1205521 1.97821 1.602147 5.657139 271.3053 354.8525 -0.1183892 1.972086 1.670433 5.657139 271.3053 354.8525 0 0 0 0 0 0 0 0
360 22.97482 -0.1224931 1.979228 1.632401 2.700393 266.3432 353.8057 -0.1204924 1.982924 1.598362 2.700393 266.3432 353.8057 -0.1244938 1.975531 1.666439 2.700393 266.3432 353.8057 0 0 0 0 0 0 0 0
361 23.04107 -0.1129393 1.980305 1.617934 0.6261442 257.0639 352.9172 -0.105365 1.984534 1.584753 0.6261442 257.0639 352.9172 -0.1205135 1.976077 1.651116 0.6261442 257.0639 352.9172 0 0 0 0 0 0 0 0
362 23.11032 -0.1019543 1.995569 1.609694 353.463 253.1682 353.0888 -0.0916456 1.999669 1.577241 353.463 253.1682 353.0888 -0.1122631 1.991469 1.642147 353.463 253.1682 353.0888 0 0 0 0 0 0 0 0
363 23.1733 -0.08051896 2.009318 1.599551 341.4635 241.9194 353.6936 -0.06341588 2.01289 1.570038 341.4635 241.9194 353.6936 -0.0976221 2.005746 1.629064 341.4635 241.9194 353.6936 0 0 0 0 0 0 0 0
364 23.23839 -0.07266045 2.005081 1.602785 345.3179 240.0929 352.5627 -0.05472857 2.009375 1.573866 345.3179 240.0929 352.5627 -0.09059232 2.000786 1.631703 345.3179 240.0929 352.5627 0 0 0 0 0 0 0 0
365 23.30995 -0.06645924 2.012337 1.612249 339.4928 243.3217 349.5751 -0.04937208 2.01815 1.583085 339.4928 243.3217 349.5751 -0.08354634 2.006524 1.641413 339.4928 243.3217 349.5751 0 0 0 0 0 0 0 0
366 23.37295 -0.06079715 2.01405 1.618721 337.6792 243.1128 348.1064 -0.04322541 2.020589 1.590002 337.6792 243.1128 348.1064 -0.07836878 2.007512 1.647439 337.6792 243.1128 348.1064 0 0 0 0 0 0 0 0
367 23.43773 -0.06168747 2.016882 1.620828 336.6241 242.5488 348.8848 -0.04384536 2.022952 1.592173 336.6241 242.5488 348.8848 -0.07952958 2.010813 1.649484 336.6241 242.5488 348.8848 0 0 0 0 0 0 0 0
368 23.51163 -0.06105781 2.021405 1.621169 333.2871 242.1151 348.4776 -0.04261839 2.027525 1.592906 333.2871 242.1151 348.4776 -0.07949728 2.015285 1.649433 333.2871 242.1151 348.4776 0 0 0 0 0 0 0 0
369 23.57819 -0.06216246 2.022462 1.619405 332.6814 243.3197 348.8869 -0.04434061 2.028336 1.590697 332.6814 243.3197 348.8869 -0.07998431 2.016589 1.648114 332.6814 243.3197 348.8869 0 0 0 0 0 0 0 0
370 23.64474 -0.06618804 2.025898 1.619271 329.9352 243.2437 350.2425 -0.04837078 2.030929 1.5904 329.9352 243.2437 350.2425 -0.08400542 2.020867 1.648142 329.9352 243.2437 350.2425 0 0 0 0 0 0 0 0
371 23.71711 -0.07166398 2.02568 1.620356 331.0788 243.7176 351.335 -0.05441016 2.030202 1.591062 331.0788 243.7176 351.335 -0.08891779 2.021157 1.64965 331.0788 243.7176 351.335 0 0 0 0 0 0 0 0
372 23.78132 -0.0891754 2.013701 1.627027 342.399 251.1901 353.5844 -0.07708925 2.017354 1.595139 342.399 251.1901 353.5844 -0.1012615 2.010048 1.658916 342.399 251.1901 353.5844 0 0 0 0 0 0 0 0
373 23.85005 -0.1061074 1.998296 1.639171 355.5564 260.5712 357.4833 -0.1003792 1.999798 1.605389 355.5564 260.5712 357.4833 -0.1118357 1.996795 1.672953 355.5564 260.5712 357.4833 0 0 0 0 0 0 0 0
374 23.91647 -0.115897 1.987997 1.643443 1.175426 261.1208 357.6263 -0.1106365 1.989417 1.609582 1.175426 261.1208 357.6263 -0.1211575 1.986576 1.677305 1.175426 261.1208 357.6263 0 0 0 0 0 0 0 0
375 23.95613 -0.1221518 1.982294 1.647089 5.310584 260.1114 356.7369 -0.1164494 1.984238 1.613326 5.310585 260.1114 356.7369 -0.1278541 1.98035 1.680853 5.310585 260.1114 356.7369 0 0 0 0 0 0 0 0
376 24.00628 -0.1211203 1.981623 1.64686 5.025667 260.3043 356.4591 -0.1155381 1.983733 1.613086 5.025667 260.3043 356.4591 -0.1267026 1.979513 1.680634 5.025667 260.3043 356.4591 0 0 0 0 0 0 0 0
377 24.06142 -0.1230602 1.980948 1.648915 5.737698 260.9951 356.6928 -0.1178963 1.982916 1.615066 5.737698 260.9951 356.6928 -0.1282239 1.978979 1.682764 5.737698 260.9951 356.6928 0 0 0 0 0 0 0 0
378 24.11603 -0.124567 1.981472 1.650462 5.21902 261.5472 356.6604 -0.1197138 1.983462 1.616568 5.21902 261.5472 356.6604 -0.1294203 1.979483 1.684356 5.21902 261.5472 356.6604 0 0 0 0 0 0 0 0
379 24.16432 -0.126095 1.981153 1.65115 5.317596 261.5186 356.6524 -0.1212288 1.983148 1.617259 5.317596 261.5186 356.6524 -0.1309612 1.979159 1.685041 5.317596 261.5186 356.6524 0 0 0 0 0 0 0 0
380 24.21761 -0.127965 1.979852 1.651778 5.961422 261.6866 356.6321 -0.1232216 1.981856 1.61787 5.961422 261.6866 356.6321 -0.1327083 1.977848 1.685687 5.961422 261.6866 356.6321 0 0 0 0 0 0 0 0
381 24.27688 -0.1296269 1.979615 1.65273 6.098994 262.0251 356.8216 -0.1250761 1.981506 1.618789 6.098994 262.0251 356.8216 -0.1341779 1.977724 1.686671 6.098994 262.0251 356.8216 0 0 0 0 0 0 0 0
382 24.34991 -0.1306639 1.980258 1.653985 6.118249 262.2359 356.7165 -0.1262456 1.982211 1.62003 6.118249 262.2359 356.7165 -0.1350822 1.978305 1.68794 6.118249 262.2359 356.7165 0 0 0 0 0 0 0 0
383 24.40469 0.03001854 1.980143 1.614413 6.278553 262.5217 356.3856 0.03423902 1.982292 1.580445 6.278553 262.5217 356.3856 0.02579817 1.977993 1.648382 6.278553 262.5217 356.3856 0 0 0 0 0 0 0 0
384 24.47135 0.2282685 1.979748 1.56438 6.263731 262.7147 356.3827 0.2323748 1.981899 1.530398 6.263731 262.7147 356.3827 0.2241622 1.977597 1.598363 6.263731 262.7147 356.3827 0 0 0 0 0 0 0 0
385 24.54196 0.5164781 1.979826 1.49044 6.133981 263.0154 356.5061 0.5204193 1.981904 1.456434 6.133981 263.0154 356.5061 0.5125369 1.977748 1.524447 6.133981 263.0154 356.5061 0 0 0 0 0 0 0 0
386 24.609 0.8405976 1.980142 1.404386 5.774094 262.7291 356.2999 0.8447084 1.982344 1.370407 5.774094 262.7291 356.2999 0.8364869 1.97794 1.438365 5.774094 262.7291 356.2999 0 0 0 0 0 0 0 0
387 24.67644 1.155278 1.979957 1.319717 5.683071 262.1128 356.2933 1.159757 1.982164 1.285785 5.683071 262.1128 356.2933 1.150799 1.977751 1.353649 5.683071 262.1128 356.2933 0 0 0 0 0 0 0 0
388 24.74168 1.474516 1.9805 1.233804 5.453598 261.9113 356.3224 1.479125 1.98269 1.199889 5.453598 261.9113 356.3224 1.469907 1.978311 1.26772 5.453598 261.9113 356.3224 0 0 0 0 0 0 0 0
389 24.79928 0.6956352 1.980546 2.091909 5.453293 66.47578 356.5025 0.6821538 1.982629 2.123377 5.453293 66.47578 356.5025 0.7091166 1.978463 2.060442 5.453293 66.47578 356.5025 0 0 0 0 0 0 0 0
390 24.87267 0.4115913 1.980947 2.08807 5.238625 66.85095 356.653 0.3982995 1.982941 2.119623 5.238625 66.85095 356.653 0.4248832 1.978953 2.056516 5.238625 66.85095 356.653 0 0 0 0 0 0 0 0
391 24.92411 0.2588486 1.980972 2.084519 5.269069 67.3596 356.6123 0.245841 1.98299 2.11619 5.269069 67.3596 356.6123 0.2718562 1.978954 2.052849 5.269069 67.3596 356.6123 0 0 0 0 0 0 0 0
392 25.0017 0.2537149 1.981314 2.086595 5.032976 67.20128 356.5376 0.2406167 1.983377 2.118225 5.032976 67.20128 356.5376 0.266813 1.97925 2.054964 5.032976 67.20128 356.5376 0 0 0 0 0 0 0 0
393 25.04968 0.2526348 1.980756 2.0897 5.290258 66.75612 356.5267 0.2393005 1.982825 2.121231 5.290258 66.75612 356.5267 0.2659692 1.978687 2.058169 5.290258 66.75612 356.5267 0 0 0 0 0 0 0 0
394 25.12674 0.2526752 1.980651 2.090972 5.509189 66.92854 356.7777 0.2394264 1.98257 2.122549 5.509189 66.92854 356.7777 0.265924 1.978732 2.059396 5.509189 66.92854 356.7777 0 0 0 0 0 0 0 0
395 25.16664 0.2535421 1.980202 2.092235 5.818647 67.3921 356.8547 0.2405536 1.982074 2.123922 5.818647 67.3921 356.8547 0.2665307 1.97833 2.060548 5.818647 67.3921 356.8547 0 0 0 0 0 0 0 0
396 25.24188 0.2542859 1.97989 2.091413 6.128783 67.79418 356.8422 0.2415302 1.981769 2.123194 6.128783 67.79418 356.8422 0.2670415 1.978012 2.059631 6.128783 67.79418 356.8422 0 0 0 0 0 0 0 0
397 25.28505 0.2564711 1.982968 2.086717 6.228462 70.76487 357.6927 0.2453227 1.984341 2.119122 6.228462 70.76487 357.6927 0.2676196 1.981596 2.054311 6.228462 70.76487 357.6927 0 0 0 0 0 0 0 0
398 25.36408 0.2580984 1.983042 2.084488 5.675926 72.96672 357.7244 0.2481886 1.984397 2.117295 5.675925 72.96672 357.7244 0.2680082 1.981687 2.051682 5.675925 72.96672 357.7244 0 0 0 0 0 0 0 0
399 25.41542 0.4379247 1.98389 2.106033 6.215943 77.99371 358.0143 0.4309204 1.985071 2.139587 6.215943 77.99371 358.0143 0.444929 1.982708 2.07248 6.215943 77.99371 358.0143 0 0 0 0 0 0 0 0
400 25.47977 0.6280855 1.985865 2.130137 6.540903 81.84027 358.3027 0.6233343 1.986875 2.164089 6.540903 81.84027 358.3027 0.6328367 1.984856 2.096186 6.540903 81.84027 358.3027 0 0 0 0 0 0 0 0
401 25.5307 0.8388561 1.990167 2.152648 5.811261 86.32097 359.1634 0.8367062 1.990665 2.186874 5.811261 86.32097 359.1634 0.841006 1.989669 2.118423 5.811261 86.32097 359.1634 0 0 0 0 0 0 0 0
402 25.59159 0.8591036 1.993665 2.143288 5.138789 92.41228 359.5363 0.8605719 1.993942 2.177552 5.138789 92.41228 359.5363 0.8576353 1.993389 2.109023 5.138789 92.41228 359.5363 0 0 0 0 0 0 0 0
403 25.64609 0.8584051 1.991045 2.128936 6.546473 99.47803 359.0857 0.8641136 1.991589 2.16275 6.546473 99.47803 359.0857 0.8526967 1.990501 2.095121 6.546473 99.47803 359.0857 0 0 0 0 0 0 0 0
404 25.71138 0.8563941 1.988676 2.123781 7.475827 101.7109 359.9352 0.8633604 1.988714 2.157363 7.475827 101.7109 359.9352 0.8494277 1.988637 2.090199 7.475827 101.7109 359.9352 0 0 0 0 0 0 0 0
405 25.76483 1.944663 1.985782 1.299386 7.124542 300.4825 0.782634 1.927317 1.985317 1.269802 7.124542 300.4825 0.782634 1.96201 1.986247 1.328969 7.124542 300.4825 0.782634 0 0 0 0 0 0 0 0
406 25.82987 1.950197 1.982637 1.31022 4.560237 306.9073 3.002701 1.929743 1.980846 1.282747 4.560237 306.9073 3.002701 1.97065 1.984428 1.337692 4.560237 306.9073 3.002701 0 0 0 0 0 0 0 0
407 25.88512 1.954734 1.984762 1.322223 1.961211 319.9651 3.895834 1.928586 1.982433 1.300151 1.961211 319.9651 3.895834 1.980881 1.987091 1.344295 1.961211 319.9651 3.895834 0 0 0 0 0 0 0 0
408 25.94531 1.949044 1.984756 1.318966 4.142614 328.4215 2.389555 1.919905 1.98333 1.300933 4.142614 328.4215 2.389555 1.978183 1.986183 1.336998 4.142614 328.4215 2.389555 0 0 0 0 0 0 0 0
409 26.01147 1.929713 1.979379 1.30529 4.052627 333.662 358.9853 1.898962 1.979985 1.290114 4.052627 333.662 358.9853 1.960464 1.978773 1.320465 4.052627 333.662 358.9853 0 0 0 0 0 0 0 0
410 26.07196 1.888209 1.977931 1.280065 4.234411 335.3594 354.7546 1.857069 1.981058 1.266036 4.234411 335.3594 354.7546 1.919349 1.974805 1.294094 4.234411 335.3594 354.7546 0 0 0 0 0 0 0 0
411 26.13928 1.844297 1.979113 1.252356 3.109512 329.2885 353.3552 1.814898 1.983076 1.235143 3.109512 329.2885 353.3552 1.873696 1.97515 1.269569 3.109512 329.2885 353.3552 0 0 0 0 0 0 0 0
412 26.21092 1.791709 1.984172 1.218862 2.846283 318.1267 353.0912 1.766219 1.988293 1.196288 2.846283 318.1267 353.0912 1.817198 1.980052 1.241436 2.846283 318.1267 353.0912 0 0 0 0 0 0 0 0
413 26.28303 1.739698 1.989655 1.186949 0.7959158 305.5648 351.4685 1.719913 1.994743 1.159399 0.7959158 305.5648 351.4685 1.759483 1.984568 1.214498 0.7959158 305.5648 351.4685 0 0 0 0 0 0 0 0
414 26.35378 1.710322 1.994781 1.166145 359.0486 296.0989 352.7685 1.695418 1.999098 1.135558 359.0486 296.0989 352.7685 1.725225 1.990465 1.196731 359.0486 296.0989 352.7685 0 0 0 0 0 0 0 0
415 26.41914 1.697398 1.993712 1.153167 0.9103122 287.0286 355.0116 1.687346 1.996694 1.120512 0.9103122 287.0286 355.0116 1.707449 1.99073 1.185823 0.9103122 287.0286 355.0116 0 0 0 0 0 0 0 0
416 26.4991 1.698044 1.993426 1.151904 0.5967402 280.6915 357.4536 1.691672 1.99495 1.118238 0.5967402 280.6915 357.4536 1.704416 1.991902 1.185569 0.5967402 280.6915 357.4536 0 0 0 0 0 0 0 0
417 26.56937 1.70758 1.996351 1.161246 355.7524 268.0736 4.329665 1.708538 1.993768 1.12706 355.7524 268.0736 4.329665 1.706622 1.998933 1.195433 355.7524 268.0736 4.329665 0 0 0 0 0 0 0 0
418 26.63214 1.72589 2.004028 1.186122 356.0644 251.8905 7.767038 1.736151 1.999404 1.153724 356.0644 251.8905 7.767038 1.715629 2.008652 1.21852 356.0644 251.8905 7.767038 0 0 0 0 0 0 0 0
419 26.71265 1.73956 1.995412 1.211216 355.8054 241.7445 5.852753 1.755486 1.991924 1.181042 355.8054 241.7445 5.852753 1.723633 1.9989 1.24139 355.8054 241.7445 5.852753 0 0 0 0 0 0 0 0
420 26.76467 1.748572 1.995373 1.235861 359.5056 235.7652 4.942945 1.767774 1.992418 1.207598 359.5056 235.7652 4.942945 1.72937 1.998328 1.264125 359.5056 235.7652 4.942945 0 0 0 0 0 0 0 0
421 26.85021 1.749897 1.996276 1.256989 0.1767978 233.2459 4.736901 1.770357 1.993444 1.229609 0.1767978 233.2459 4.736901 1.729438 1.999108 1.28437 0.1767978 233.2459 4.736901 0 0 0 0 0 0 0 0
422 26.9041 1.745669 1.998554 1.288907 0.0256591 230.3584 3.5487 1.767509 1.996431 1.262548 0.0256591 230.3584 3.5487 1.72383 2.000677 1.315267 0.0256591 230.3584 3.5487 0 0 0 0 0 0 0 0
423 26.99403 1.743519 2.001804 1.306655 0.6105094 230.0739 1.183813 1.765532 2.001096 1.280364 0.6105094 230.0739 1.183813 1.721506 2.002513 1.332946 0.6105094 230.0739 1.183813 0 0 0 0 0 0 0 0
424 27.04965 1.753703 1.999745 1.329983 3.370466 229.5412 359.1859 1.775934 2.000232 1.303872 3.370466 229.5412 359.1859 1.731471 1.999259 1.356095 3.370466 229.5412 359.1859 0 0 0 0 0 0 0 0
425 27.12998 1.780858 1.996372 1.339206 2.893583 230.063 356.8177 1.802767 1.998273 1.312887 2.893583 230.063 356.8177 1.758949 1.99447 1.365524 2.893583 230.063 356.8177 0 0 0 0 0 0 0 0
426 27.17775 1.811086 1.988438 1.339255 1.295217 229.5365 355.0872 1.833211 1.991374 1.313214 1.295217 229.5365 355.0872 1.788961 1.985501 1.365297 1.295217 229.5365 355.0872 0 0 0 0 0 0 0 0
427 27.25233 1.847155 1.98258 1.328491 5.185644 227.296 354.7297 1.870108 1.985718 1.303201 5.185644 227.296 354.7297 1.824202 1.979443 1.353781 5.185644 227.296 354.7297 0 0 0 0 0 0 0 0
428 27.30474 1.881207 1.977229 1.316886 9.392675 218.5223 355.6143 1.907695 1.979816 1.295253 9.392675 218.5223 355.6143 1.85472 1.974641 1.338519 9.392675 218.5223 355.6143 0 0 0 0 0 0 0 0
429 27.38558 1.920479 1.987195 1.28554 1.540123 195.7394 351.4734 1.953088 1.992278 1.276207 1.540123 195.7394 351.4734 1.887869 1.982111 1.294872 1.540123 195.7394 351.4734 0 0 0 0 0 0 0 0
430 27.43355 1.927125 1.986687 1.267522 1.311386 190.4748 350.4264 1.960357 1.992389 1.261245 1.311386 190.4748 350.4264 1.893893 1.980984 1.273799 1.311386 190.4748 350.4264 0 0 0 0 0 0 0 0
431 27.51214 1.919056 1.983054 1.255146 6.626696 193.896 351.4961 1.951843 1.988091 1.246432 6.626696 193.896 351.4961 1.88627 1.978016 1.26386 6.626696 193.896 351.4961 0 0 0 0 0 0 0 0
432 27.57116 1.897649 1.975629 1.232453 11.45657 197.4431 355.0741 1.930073 1.978516 1.221652 11.45657 197.4431 355.0741 1.865225 1.972743 1.243254 11.45657 197.4431 355.0741 0 0 0 0 0 0 0 0
433 27.63149 1.890278 1.980209 1.210669 5.23707 196.2031 356.9927 1.923122 1.982001 1.200954 5.23707 196.2031 356.9927 1.857435 1.978417 1.220384 5.23707 196.2031 356.9927 0 0 0 0 0 0 0 0
434 27.69266 1.887002 1.984023 1.186862 5.225535 196.6185 357.3853 1.919791 1.985581 1.176927 5.225535 196.6185 357.3853 1.854212 1.982465 1.196798 5.225535 196.6185 357.3853 0 0 0 0 0 0 0 0
435 27.74547 1.884595 1.983729 1.143365 7.095334 197.8679 359.4848 1.917225 1.984035 1.132807 7.095334 197.8679 359.4848 1.851966 1.983423 1.153924 7.095334 197.8679 359.4848 0 0 0 0 0 0 0 0
436 27.8077 1.889604 1.983683 1.110535 5.557173 200.2476 358.7514 1.921749 1.984427 1.0986 5.557173 200.2476 358.7514 1.857459 1.982939 1.12247 5.557173 200.2476 358.7514 0 0 0 0 0 0 0 0
437 27.85909 1.898619 1.98122 1.053996 3.805312 205.9633 356.8166 1.929352 1.98312 1.038891 3.805312 205.9633 356.8166 1.867886 1.979319 1.069102 3.805312 205.9633 356.8166 0 0 0 0 0 0 0 0
438 27.92402 1.903896 1.977475 1.023276 6.109491 210.5611 354.5387 1.933119 1.98072 1.005617 6.109491 210.5611 354.5387 1.874674 1.974229 1.040934 6.109491 210.5611 354.5387 0 0 0 0 0 0 0 0
439 27.97304 1.905395 1.978532 0.9894135 9.263762 215.2231 356.2877 1.933147 1.980724 0.9693817 9.263762 215.2231 356.2877 1.877642 1.976341 1.009445 9.263762 215.2231 356.2877 0 0 0 0 0 0 0 0
440 28.03614 1.902573 1.977318 0.9572222 10.19033 219.7262 357.2227 1.928733 1.978953 0.9351018 10.19033 219.7262 357.2227 1.876414 1.975682 0.9793425 10.19033 219.7262 357.2227 0 0 0 0 0 0 0 0
441 28.09321 1.895265 1.979826 0.9343911 9.453908 222.4117 356.6295 1.92032 1.981815 0.9110548 9.453908 222.4117 356.6295 1.87021 1.977837 0.9577274 9.453908 222.4117 356.6295 0 0 0 0 0 0 0 0
442 28.15366 1.878796 1.987863 0.9096217 5.203784 226.459 357.3349 1.902292 1.989451 0.8846876 5.203784 226.459 357.3349 1.855301 1.986275 0.9345557 5.203784 226.459 357.3349 0 0 0 0 0 0 0 0
443 28.18987 1.856022 1.98842 0.8894134 3.181727 230.7371 358.4888 1.877682 1.989323 0.8628364 3.181727 230.7371 358.4888 1.834363 1.987516 0.9159905 3.181727 230.7371 358.4888 0 0 0 0 0 0 0 0
444 28.22656 1.838436 1.987112 0.8791454 3.752078 233.1647 358.5282 1.858944 1.987991 0.8516698 3.752078 233.1647 358.5282 1.817927 1.986233 0.9066211 3.752078 233.1647 358.5282 0 0 0 0 0 0 0 0
445 28.26849 1.822264 1.986536 0.8673729 3.431246 234.4982 359.1525 1.842154 1.987042 0.8394372 3.431246 234.4982 359.1525 1.802373 1.98603 0.8953087 3.431246 234.4982 359.1525 0 0 0 0 0 0 0 0
446 28.31766 1.796691 1.987653 0.8492303 2.537168 234.4744 358.6121 1.816584 1.988483 0.8213043 2.537167 234.4744 358.6121 1.776798 1.986823 0.8771564 2.537167 234.4744 358.6121 0 0 0 0 0 0 0 0
447 28.3507 1.770722 1.989904 0.8312694 1.649065 233.3008 358.0287 1.791179 1.991084 0.8037665 1.649065 233.3008 358.0287 1.750265 1.988725 0.8587723 1.649065 233.3008 358.0287 0 0 0 0 0 0 0 0
448 28.39763 1.748024 1.992302 0.8149179 0.8713499 231.4802 357.618 1.769348 1.993727 0.7880937 0.8713499 231.4802 357.618 1.7267 1.990876 0.841742 0.8713499 231.4802 357.618 0 0 0 0 0 0 0 0
449 28.4403 1.727659 1.991734 0.7983127 1.641413 229.4522 357.7725 1.74991 1.993067 0.7722464 1.641413 229.4522 357.7725 1.705409 1.990402 0.8243788 1.641413 229.4522 357.7725 0 0 0 0 0 0 0 0
450 28.49178 1.709344 1.987955 0.7823931 2.364634 227.0557 358.9181 1.732686 1.988602 0.7572733 2.364634 227.0557 358.9181 1.686001 1.987308 0.8075128 2.364634 227.0557 358.9181 0 0 0 0 0 0 0 0
451 28.52808 1.686409 1.988426 0.7582006 1.983462 223.8989 359.396 1.711112 1.988787 0.7344117 1.983462 223.8989 359.396 1.661706 1.988065 0.7819896 1.983462 223.8989 359.396 0 0 0 0 0 0 0 0
452 28.58684 1.670971 1.991706 0.7354223 3.56825 220.9263 359.7615 1.696878 1.991848 0.7129481 3.568249 220.9263 359.7615 1.645064 1.991563 0.7578963 3.568249 220.9263 359.7615 0 0 0 0 0 0 0 0
453 28.63559 1.655888 1.987921 0.7112 4.564903 217.8763 1.100225 1.682987 1.987264 0.6901882 4.564903 217.8763 1.100225 1.628789 1.988577 0.7322118 4.564903 217.8763 1.100225 0 0 0 0 0 0 0 0
454 28.68568 1.63314 1.980877 0.6673383 6.846488 214.4268 0.2779769 1.661441 1.980712 0.647965 6.846489 214.4268 0.2779768 1.604839 1.981042 0.6867118 6.846489 214.4268 0.2779768 0 0 0 0 0 0 0 0
455 28.73521 1.619314 1.974385 0.6295859 9.965142 213.6745 356.8335 1.647631 1.976251 0.6103253 9.965142 213.6745 356.8335 1.590997 1.972519 0.6488464 9.965142 213.6745 356.8335 0 0 0 0 0 0 0 0
456 28.7828 1.611492 1.973539 0.5959949 10.38671 214.9231 356.6907 1.639361 1.975487 0.5761007 10.38671 214.9231 356.6907 1.583622 1.971592 0.6158893 10.38671 214.9231 356.6907 0 0 0 0 0 0 0 0
457 28.83198 1.609119 1.976494 0.5627186 10.1154 215.4779 356.8444 1.636814 1.978353 0.5425731 10.1154 215.4779 356.8444 1.581424 1.974636 0.5828643 10.1154 215.4779 356.8444 0 0 0 0 0 0 0 0
458 28.88361 1.612178 1.968959 0.5236273 14.14649 214.0258 355.1711 1.640107 1.971759 0.5039192 14.14649 214.0258 355.1711 1.584249 1.966159 0.5433354 14.14649 214.0258 355.1711 0 0 0 0 0 0 0 0
459 28.93115 1.61438 1.961229 0.488721 16.61829 210.0433 355.6935 1.643617 1.963697 0.4709609 16.61829 210.0433 355.6935 1.585144 1.958761 0.5064811 16.61829 210.0433 355.6935 0 0 0 0 0 0 0 0
460 28.98343 1.613548 1.958738 0.4677293 18.09169 206.8293 356.291 1.643779 1.960847 0.4516674 18.09169 206.8293 356.291 1.583318 1.956629 0.4837912 18.09169 206.8293 356.291 0 0 0 0 0 0 0 0
461 29.04153 1.612036 1.955287 0.4441983 19.44914 203.7067 355.2538 1.642951 1.957963 0.4295909 19.44914 203.7067 355.2538 1.58112 1.952611 0.4588053 19.44914 203.7067 355.2538 0 0 0 0 0 0 0 0
462 29.09427 1.612546 1.954775 0.4262471 20.60804 200.977 355.4731 1.64413 1.957309 0.4131176 20.60804 200.977 355.4731 1.580963 1.952241 0.4393767 20.60804 200.977 355.4731 0 0 0 0 0 0 0 0
463 29.14542 1.609537 1.95397 0.4164822 20.9705 198.9414 356.2399 1.641646 1.95607 0.4046118 20.9705 198.9414 356.2399 1.577428 1.95187 0.4283524 20.9705 198.9414 356.2399 0 0 0 0 0 0 0 0
464 29.21276 1.607907 1.957142 0.4144304 21.28491 197.6477 357.527 1.640397 1.958521 0.4035305 21.28491 197.6477 357.527 1.575417 1.955763 0.4253303 21.28491 197.6477 357.527 0 0 0 0 0 0 0 0
465 29.26385 1.602319 1.964357 0.4095968 21.55239 192.5903 357.1681 1.635615 1.965933 0.4015224 21.55239 192.5903 357.1681 1.569024 1.962781 0.4176713 21.55239 192.5903 357.1681 0 0 0 0 0 0 0 0
466 29.32322 1.604259 1.967537 0.4056418 19.83149 186.5822 357.9323 1.638259 1.968701 0.4012959 19.83149 186.5822 357.9323 1.570258 1.966373 0.4099877 19.83149 186.5822 357.9323 0 0 0 0 0 0 0 0
